,Fare,Name,Age Group,Pclass,Sex,Survived,GroupSize,CabinDeck
713,9.4833,"Larsson, Mr. August Viktor",2,3,0,0.0,1,E
714,13.0,"Greenberg, Mr. Samuel",2,2,0,0.0,2,E
715,7.65,"Soholt, Mr. Peter Andreas Lauritz Andersen",2,3,0,0.0,1,F
716,227525,"Endres, Miss. Caroline Louise",2,1,1,1.0,5,C
717,10.5,"Troutt, Miss. Edwina Celia ""Winnie""",2,2,1,1.0,1,E
718,15.5,"McEvoy, Mr. Michael",2,3,0,0.0,2,F
719,7775,"Johnson, Mr. Malkolm Joackim",2,3,0,0.0,1,F
720,33.0,"Harper, Miss. Annie Jessie ""Nina""",1,2,1,1.0,3,F
721,7.0542,"Jensen, Mr. Svend Lauritz",1,3,0,0.0,1,F
722,13.0,"Gillespie, Mr. William Henry",2,2,0,0.0,1,F
723,13.0,"Hodges, Mr. Henry Price",2,2,0,0.0,1,F
724,53.1,"Chambers, Mr. Norman Campbell",2,1,0,1.0,2,E
725,8.6625,"Oreskovic, Mr. Luka",2,3,0,0.0,1,E
726,21.0,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",2,2,1,1.0,2,G
727,7.7375,"Mannion, Miss. Margareth",2,3,1,1.0,1,F
728,26.0,"Bryhl, Mr. Kurt Arnold Gottfrid",2,2,0,0.0,2,F
729,7925,"Ilmakangas, Miss. Pieta Sofia",2,3,1,0.0,1,F
730,211.3375,"Allen, Miss. Elisabeth Walton",2,1,1,1.0,4,B
731,18.7875,"Hassan, Mr. Houssein G N",1,3,0,0.0,2,E
732,0.0,"Knight, Mr. Robert J",2,2,0,0.0,1,F
733,13.0,"Berriman, Mr. William John",2,2,0,0.0,1,F
734,13.0,"Troupiansky, Mr. Moses Aaron",2,2,0,0.0,1,F
735,16.1,"Williams, Mr. Leslie",2,3,0,0.0,2,F
736,34375,"Ford, Mrs. Edward (Margaret Ann Watson)",2,3,1,0.0,5,G
737,512.3292,"Lesurer, Mr. Gustave J",2,1,0,1.0,4,B
738,7.8958,"Ivanoff, Mr. Kanio",2,3,0,0.0,1,F
739,7.8958,"Nankoff, Mr. Minko",2,3,0,0.0,1,F
740,30.0,"Hawksford, Mr. Walter James",2,1,0,1.0,1,D
741,78.85,"Cavendish, Mr. Tyrell William",2,1,0,0.0,3,C
742,262375,"Ryerson, Miss. Susan Parker ""Suzette""",2,1,1,1.0,7,B
743,16.1,"McNamee, Mr. Neal",2,3,0,0.0,2,F
744,7925,"Stranden, Mr. Juho",2,3,0,1.0,1,F
745,71.0,"Crosby, Capt. Edward Gifford",3,1,0,0.0,2,B
746,20.25,"Abbott, Mr. Rossmore Edward",1,3,0,0.0,3,G
747,13.0,"Sinkkonen, Miss. Anna",2,2,1,1.0,1,F
748,53.1,"Marvin, Mr. Daniel Warner",2,1,0,0.0,2,D
749,7.75,"Connaghton, Mr. Michael",2,3,0,0.0,1,F
750,23.0,"Wells, Miss. Joan",1,2,1,1.0,3,G
751,12475,"Moor, Master. Meier",1,3,0,1.0,2,E
752,9.5,"Vande Velde, Mr. Johannes Joseph",2,3,0,0.0,1,E
753,7.8958,"Jonkoff, Mr. Lalio",2,3,0,0.0,1,F
754,65.0,"Herman, Mrs. Samuel (Jane Laver)",2,2,1,1.0,5,F
755,14.5,"Hamalainen, Master. Viljo",0,2,0,1.0,2,G
756,7.7958,"Carlsson, Mr. August Sigfrid",2,3,0,0.0,1,F
757,11.5,"Bailey, Mr. Percy Andrew",2,2,0,0.0,1,F
758,8.05,"Theobald, Mr. Thomas Leonard",2,3,0,0.0,1,F
759,86.5,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",2,1,1,1.0,3,B
760,14.5,"Garfirth, Mr. John",2,3,0,0.0,2,F
761,7125,"Nirva, Mr. Iisakki Antino Aijo",2,3,0,0.0,1,F
762,7.2292,"Barah, Mr. Hanna Assi",2,3,0,1.0,1,E
763,120.0,"Carter, Mrs. William Ernest (Lucile Polk)",2,1,1,1.0,4,B
764,7775,"Eklund, Mr. Hans Linus",1,3,0,0.0,1,F
765,77.9583,"Hogeboom, Mrs. John C (Anna Andrews)",2,1,1,1.0,3,D
766,39.6,"Brewe, Dr. Arthur Jackson",2,1,0,0.0,1,E
767,7.75,"Mangan, Miss. Mary",2,3,1,0.0,1,F
768,24.15,"Moran, Mr. Daniel J",2,3,0,0.0,3,F
769,8.3625,"Gronnestad, Mr. Daniel Danielsen",2,3,0,0.0,1,F
770,9.5,"Lievens, Mr. Rene Aime",2,3,0,0.0,1,E
771,7.8542,"Jensen, Mr. Niels Peder",2,3,0,0.0,1,F
772,10.5,"Mack, Mrs. (Mary)",2,2,1,0.0,2,E
773,7225,"Elias, Mr. Dibo",2,3,0,0.0,1,F
774,23.0,"Hocking, Mrs. Elizabeth (Eliza Needs)",2,2,1,1.0,2,F
775,7.75,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",2,3,0,0.0,1,F
776,7.75,"Tobin, Mr. Roger",2,3,0,0.0,1,F
777,12475,"Emanuel, Miss. Virginia Ethel",1,3,1,1.0,2,G
778,7.7375,"Kilgannon, Mr. Thomas J",2,3,0,0.0,1,F
779,211.3375,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",2,1,1,1.0,4,B
780,7.2292,"Ayoub, Miss. Banoura",1,3,1,1.0,1,E
781,57.0,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,1,1,1.0,2,B
782,30.0,"Long, Mr. Milton Clyde",2,1,0,0.0,1,D
783,23.45,"Johnston, Mr. Andrew G",2,3,0,0.0,4,G
784,7.05,"Ali, Mr. William",2,3,0,0.0,1,F
785,7.25,"Harmer, Mr. Abraham (David Lishin)",2,3,0,0.0,1,F
786,7.4958,"Sjoblom, Miss. Anna Sofia",2,3,1,1.0,1,F
787,29125,"Rice, Master. George Hugh",1,3,0,0.0,6,G
788,20575,"Dean, Master. Bertram Vere",0,3,0,1.0,4,G
789,79.2,"Guggenheim, Mr. Benjamin",2,1,0,0.0,2,B
790,7.75,"Keane, Mr. Andrew ""Andy""",2,3,0,0.0,1,F
791,26.0,"Gaskell, Mr. Alfred",1,2,0,0.0,2,F
792,69.55,"Sage, Miss. Stella Anna",2,3,1,0.0,11,G
793,30.6958,"Hoyt, Mr. William Fisher",2,1,0,0.0,1,C
794,7.8958,"Dantcheff, Mr. Ristiu",2,3,0,0.0,1,F
795,13.0,"Otter, Mr. Richard",2,2,0,0.0,1,F
796,25.9292,"Leader, Dr. Alice (Farnham)",2,1,1,1.0,1,D
797,8.6833,"Osman, Mrs. Mara",2,3,1,1.0,1,F
798,7.2292,"Ibrahim Shawah, Mr. Yousseff",2,3,0,0.0,1,F
799,24.15,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",2,3,1,0.0,3,F
800,13.0,"Ponesell, Mr. Martin",2,2,0,0.0,2,E
801,26.25,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",2,2,1,1.0,3,G
802,120.0,"Carter, Master. William Thornton II",1,1,0,1.0,4,B
803,8.5167,"Thomas, Master. Assad Alexander",0,3,0,1.0,2,G
804,6975,"Hedman, Mr. Oskar Arvid",2,3,0,1.0,1,E
805,7775,"Johansson, Mr. Karl Johan",2,3,0,0.0,1,F
806,0.0,"Andrews, Mr. Thomas Jr",2,1,0,0.0,1,A
807,7775,"Pettersson, Miss. Ellen Natalia",2,3,1,0.0,1,F
808,13.0,"Meyer, Mr. August",2,2,0,0.0,1,F
809,53.1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",2,1,1,1.0,2,E
810,7.8875,"Alexander, Mr. William",2,3,0,0.0,1,F
811,24.15,"Lester, Mr. James",2,3,0,0.0,3,F
812,10.5,"Slemen, Mr. Richard James",2,2,0,0.0,1,F
813,31275,"Andersson, Miss. Ebba Iris Alfrida",1,3,1,0.0,7,G
814,8.05,"Tomlin, Mr. Ernest Portage",2,3,0,0.0,1,F
815,0.0,"Fry, Mr. Richard",2,1,0,0.0,2,B
816,7925,"Heininen, Miss. Wendla Maria",2,3,1,0.0,1,F
817,37.0042,"Mallet, Mr. Albert",2,2,0,0.0,3,F
818,6.45,"Holm, Mr. John Fredrik Alexander",2,3,0,0.0,1,G
819,27.9,"Skoog, Master. Karl Thorsten",1,3,0,0.0,6,G
820,93.5,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",2,1,1,1.0,4,B
821,8.6625,"Lulic, Mr. Nikola",2,3,0,1.0,1,F
822,0.0,"Reuchlin, Jonkheer. John George",2,1,0,0.0,1,C
823,12475,"Moor, Mrs. (Beila)",2,3,1,1.0,2,E
824,39.6875,"Panula, Master. Urho Abraham",0,3,0,0.0,7,G
825,6.95,"Flynn, Mr. John",2,3,0,0.0,1,G
826,56.4958,"Lam, Mr. Len",2,3,0,0.0,8,Unknown
827,37.0042,"Mallet, Master. Andre",0,2,0,1.0,3,F
828,7.75,"McCormack, Mr. Thomas Joseph",2,3,0,1.0,1,F
829,80.0,"Stone, Mrs. George Nelson (Martha Evelyn)",2,1,1,1.0,2,B
830,14.4542,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,3,1,1.0,2,E
831,18.75,"Richards, Master. George Sibley",0,2,0,1.0,3,G
832,7.2292,"Saad, Mr. Amin",2,3,0,0.0,1,F
833,7.8542,"Augustsson, Mr. Albert",2,3,0,0.0,1,F
834,8.3,"Allum, Mr. Owen George",2,3,0,0.0,1,F
835,83.1583,"Compton, Miss. Sara Rebecca",2,1,1,1.0,3,E
836,8.6625,"Pasic, Mr. Jakob",2,3,0,0.0,1,E
837,8.05,"Sirota, Mr. Maurice",2,3,0,0.0,1,F
838,56.4958,"Chip, Mr. Chang",2,3,0,1.0,8,Unknown
839,29.7,"Marechal, Mr. Pierre",2,1,0,1.0,1,C
840,7925,"Alhomaki, Mr. Ilmari Rudolf",2,3,0,0.0,1,F
841,10.5,"Mudd, Mr. Thomas Charles",1,2,0,0.0,2,G
842,31.0,"Serepeca, Miss. Augusta",2,1,1,1.0,2,A
843,6.4375,"Lemberopolous, Mr. Peter L",2,3,0,0.0,1,G
844,8.6625,"Culumovic, Mr. Jeso",1,3,0,0.0,1,E
845,7.55,"Abbing, Mr. Anthony",2,3,0,0.0,1,F
846,69.55,"Sage, Mr. Douglas Bullen",2,3,0,0.0,11,G
847,7.8958,"Markoff, Mr. Marin",2,3,0,0.0,1,F
848,33.0,"Harper, Rev. John",2,2,0,0.0,3,F
849,89.1042,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",2,1,1,1.0,2,C
850,31275,"Andersson, Master. Sigvard Harald Elias",1,3,0,0.0,7,G
851,7775,"Svensson, Mr. Johan",3,3,0,0.0,1,Unknown
852,15.2458,"Boulos, Miss. Nourelain",1,3,1,0.0,3,G
853,39.4,"Lines, Miss. Mary Conover",1,1,1,1.0,2,D
854,26.0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",2,2,1,0.0,2,F
855,9.35,"Aks, Mrs. Sam (Leah Rosen)",2,3,1,1.0,2,G
856,164.8667,"Wick, Mrs. George Dennick (Mary Hitchcock)",2,1,1,1.0,4,C
857,26.55,"Daly, Mr. Peter Denis ",2,1,0,1.0,1,E
858,19.2583,"Baclini, Mrs. Solomon (Latifa Qurban)",2,3,1,1.0,4,G
859,7.2292,"Razi, Mr. Raihed",2,3,0,0.0,1,F
860,14.1083,"Hansen, Mr. Claus Peter",2,3,0,0.0,2,F
861,11.5,"Giles, Mr. Frederick Edward",2,2,0,0.0,1,F
862,25.9292,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",2,1,1,1.0,1,D
863,69.55,"Sage, Miss. Dorothy Edith ""Dolly""",2,3,1,0.0,11,G
864,13.0,"Gill, Mr. John William",2,2,0,0.0,1,F
865,13.0,"Bystrom, Mrs. (Karolina)",2,2,1,1.0,1,F
866,13.8583,"Duran y More, Miss. Asuncion",2,2,1,1.0,1,D
867,50.4958,"Roebling, Mr. Washington Augustus II",2,1,0,0.0,1,A
868,9.5,"van Melkebeke, Mr. Philemon",2,3,0,0.0,1,E
869,11.1333,"Johnson, Master. Harold Theodor",1,3,0,1.0,3,G
870,7.8958,"Balkic, Mr. Cerin",2,3,0,0.0,1,F
871,52.5542,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",2,1,1,1.0,2,D
872,5.0,"Carlsson, Mr. Frans Olof",2,1,0,0.0,1,B
873,9.0,"Vander Cruyssen, Mr. Victor",2,3,0,0.0,1,E
874,24.0,"Abelson, Mrs. Samuel (Hannah Wizosky)",2,2,1,1.0,2,F
875,7225,"Najib, Miss. Adele Kiamie ""Jane""",1,3,1,1.0,1,E
876,9.8458,"Gustafsson, Mr. Alfred Ossian",2,3,0,0.0,2,G
877,7.8958,"Petroff, Mr. Nedelio",2,3,0,0.0,1,F
878,7.8958,"Laleff, Mr. Kristo",2,3,0,0.0,1,F
879,83.1583,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",2,1,1,1.0,3,C
880,26.0,"Shelley, Mrs. William (Imanita Parrish Hall)",2,2,1,1.0,2,F
881,7.8958,"Markun, Mr. Johann",2,3,0,0.0,1,F
882,10.5167,"Dahlberg, Miss. Gerda Ulrika",2,3,1,0.0,1,E
883,10.5,"Banfield, Mr. Frederick James",2,2,0,0.0,1,F
884,7.05,"Sutehall, Mr. Henry Jr",2,3,0,0.0,1,F
885,29125,"Rice, Mrs. William (Margaret Norton)",2,3,1,0.0,6,G
886,13.0,"Montvila, Rev. Juozas",2,2,0,0.0,1,F
887,30.0,"Graham, Miss. Margaret Edith",2,1,1,1.0,1,B
888,23.45,"Johnston, Miss. Catherine Helen ""Carrie""",2,3,1,0.0,4,G
889,30.0,"Behr, Mr. Karl Howell",2,1,0,1.0,1,C
890,7.75,"Dooley, Mr. Patrick",2,3,0,0.0,1,F
891,7.8292,"Kelly, Mr. James",2,3,0,,1,F
892,7.0,"Wilkes, Mrs. James (Ellen Needs)",2,3,1,,1,F
893,9.6875,"Myles, Mr. Thomas Francis",2,2,0,,1,F
894,8.6625,"Wirz, Mr. Albert",2,3,0,,1,E
895,12.2875,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",2,3,1,,2,G
896,9225,"Svensson, Mr. Johan Cervin",1,3,0,,1,E
897,7.6292,"Connolly, Miss. Kate",2,3,1,,1,F
898,29.0,"Caldwell, Mr. Albert Francis",2,2,0,,3,G
899,7.2292,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",2,3,1,,1,F
900,24.15,"Davies, Mr. John Samuel",2,3,0,,3,F
901,7.8958,"Ilieff, Mr. Ylio",2,3,0,,1,F
902,26.0,"Jones, Mr. Charles Cresson",2,1,0,,1,E
903,82.2667,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",2,1,1,,2,B
904,26.0,"Howard, Mr. Benjamin",2,2,0,,2,F
905,61175,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",2,1,1,,2,E
906,27.7208,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",2,2,1,,2,D
907,12.35,"Keane, Mr. Daniel",2,2,0,,1,F
908,7225,"Assaf, Mr. Gerios",2,3,0,,1,F
909,7925,"Ilmakangas, Miss. Ida Livija",2,3,1,,1,F
910,7225,"Assaf Khalil, Mrs. Mariana (Miriam"")""",2,3,1,,1,F
911,59.4,"Rothschild, Mr. Martin",2,1,0,,2,A
912,3.1708,"Olsen, Master. Artur Karl",1,3,0,,1,G
913,31.6833,"Flegenheim, Mrs. Alfred (Antoinette)",2,1,1,,1,D
914,61.3792,"Williams, Mr. Richard Norris II",2,1,0,,2,A
915,262375,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",2,1,1,,7,B
916,14.5,"Robins, Mr. Alexander A",2,3,0,,2,F
917,61.9792,"Ostby, Miss. Helene Ragnhild",2,1,1,,2,B
918,7225,"Daher, Mr. Shedid",2,3,0,,1,F
919,30.5,"Brady, Mr. John Bertram",2,1,0,,1,A
920,21.6792,"Samaan, Mr. Elias",2,3,0,,3,F
921,26.0,"Louch, Mr. Charles Alexander",2,2,0,,2,F
922,31.5,"Jefferys, Mr. Clifford Thomas",2,2,0,,3,G
923,20575,"Dean, Mrs. Bertram (Eva Georgetta Light)",2,3,1,,4,G
924,23.45,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",2,3,1,,4,G
925,57.75,"Mock, Mr. Philipp Edmund",2,1,0,,2,C
926,7.2292,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",2,3,0,,1,F
927,8.05,"Roth, Miss. Sarah A",2,3,1,,1,F
928,8.6625,"Cacic, Miss. Manda",2,3,1,,1,E
929,9.5,"Sap, Mr. Julius",2,3,0,,1,E
930,56.4958,"Hee, Mr. Ling",2,3,0,,8,Unknown
931,13.4167,"Karun, Mr. Franz",2,3,0,,2,G
932,26.55,"Franklin, Mr. Thomas Parham",2,1,0,,1,D
933,7.85,"Goldsmith, Mr. Nathan",2,3,0,,1,F
934,13.0,"Corbett, Mrs. Walter H (Irene Colvin)",2,2,1,,1,F
935,52.5542,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",2,1,1,,2,D
936,7925,"Peltomaki, Mr. Nikolai Johannes",2,3,0,,1,F
937,29.7,"Chevre, Mr. Paul Romaine",2,1,0,,1,A
938,7.75,"Shaughnessy, Mr. Patrick",2,3,0,,1,F
939,76.2917,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",2,1,1,,2,D
940,15.9,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",2,3,1,,3,G
941,60.0,"Smith, Mr. Lucien Philip",2,1,0,,2,C
942,15.0333,"Pulbaum, Mr. Franz",2,2,0,,1,D
943,23.0,"Hocking, Miss. Ellen Nellie""""",2,2,1,,2,F
944,263.0,"Fortune, Miss. Ethel Flora",2,1,1,,6,C
945,15.5792,"Mangiavacchi, Mr. Serafino Emilio",2,2,0,,1,D
946,29125,"Rice, Master. Albert",1,3,0,,6,G
947,7.8958,"Cor, Mr. Bartol",2,3,0,,1,F
948,7.65,"Abelseth, Mr. Olaus Jorgensen",2,3,0,,1,F
949,16.1,"Davison, Mr. Thomas Henry",2,3,0,,2,F
950,262375,"Chaudanson, Miss. Victorine",2,1,1,,7,B
951,7.8958,"Dika, Mr. Mirko",1,3,0,,1,F
952,13.5,"McCrae, Mr. Arthur Gordon",2,2,0,,1,D
953,7.75,"Bjorklund, Mr. Ernst Herbert",2,3,0,,1,F
954,7725,"Bradley, Miss. Bridget Delia",2,3,1,,1,F
955,262375,"Ryerson, Master. John Borie",1,1,0,,7,B
956,21.0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",2,2,1,,2,G
957,7.8792,"Burns, Miss. Mary Delia",2,3,1,,1,F
958,42.4,"Moore, Mr. Clarence Bloomfield",2,1,0,,2,A
959,28.5375,"Tucker, Mr. Gilbert Milligan Jr",2,1,0,,1,C
960,263.0,"Fortune, Mrs. Mark (Mary McDougald)",2,1,1,,6,C
961,7.75,"Mulvihill, Miss. Bertha E",2,3,1,,1,F
962,7.8958,"Minkoff, Mr. Lazar",2,3,0,,1,F
963,7925,"Nieminen, Miss. Manta Josefina",2,3,1,,1,F
964,27.7208,"Ovies y Rodriguez, Mr. Servando",2,1,0,,1,D
965,211.5,"Geiger, Miss. Amalie",2,1,1,,5,C
966,211.5,"Keeping, Mr. Edwin",2,1,0,,5,C
967,8.05,"Miles, Mr. Frank",2,3,0,,1,F
968,25.7,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",2,1,1,,1,C
969,13.0,"Aldworth, Mr. Charles Augustus",2,2,0,,1,F
970,7.75,"Doyle, Miss. Elizabeth",2,3,1,,1,F
971,15.2458,"Boulos, Master. Akar",1,3,0,,3,G
972,221.7792,"Straus, Mr. Isidor",3,1,0,,4,C
973,26.0,"Case, Mr. Howard Brown",2,1,0,,1,E
974,7.8958,"Demetri, Mr. Marinko",2,3,0,,1,F
975,10.7083,"Lamb, Mr. John Joseph",2,2,0,,1,F
976,14.4542,"Khalil, Mr. Betros",2,3,0,,2,F
977,7.8792,"Barry, Miss. Julia",2,3,1,,1,F
978,8.05,"Badman, Miss. Emily Louisa",2,3,1,,1,F
979,7.75,"O'Donoghue, Ms. Bridget",2,3,1,,1,F
980,23.0,"Wells, Master. Ralph Lester",0,2,0,,3,G
981,13.9,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",2,3,1,,2,G
982,7775,"Pedersen, Mr. Olaf",2,3,0,,1,F
983,52.0,"Davidson, Mrs. Thornton (Orian Hays)",2,1,1,,2,B
984,8.05,"Guest, Mr. Robert",2,3,0,,1,F
985,26.0,"Birnbaum, Mr. Jakob",2,1,0,,1,E
986,7.7958,"Tenglin, Mr. Gunnar Isidor",2,3,0,,1,F
987,78.85,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",3,1,1,,3,C
988,7925,"Makinen, Mr. Kalle Edvard",2,3,0,,1,F
989,7.8542,"Braf, Miss. Elin Ester Maria",2,3,1,,1,F
990,8.05,"Nancarrow, Mr. William Henry",2,3,0,,1,F
991,55.4417,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",2,1,1,,2,C
992,26.0,"Weisz, Mr. Leopold",2,2,0,,2,F
993,7.75,"Foley, Mr. William",2,3,0,,1,F
994,7775,"Johansson Palmquist, Mr. Oskar Leander",2,3,0,,1,F
995,8.5167,"Thomas, Mrs. Alexander (Thamine Thelma"")""",1,3,1,,2,G
996,22525,"Holthen, Mr. Johan Martin",2,3,0,,3,F
997,7.8208,"Buckley, Mr. Daniel",2,3,0,,1,F
998,7.75,"Ryan, Mr. Edward",2,3,0,,1,F
999,8.7125,"Willer, Mr. Aaron (Abi Weller"")""",2,3,0,,1,E
1000,13.0,"Swane, Mr. George",2,2,0,,1,F
1001,15.0458,"Stanton, Mr. Samuel Ward",2,2,0,,1,D
1002,7.7792,"Shine, Miss. Ellen Natalia",2,3,1,,1,F
1003,31.6792,"Evans, Miss. Edith Corse",2,1,1,,1,A
1004,7.2833,"Buckley, Miss. Katherine",2,3,1,,1,F
1005,221.7792,"Straus, Mrs. Isidor (Rosalie Ida Blun)",2,1,1,,4,C
1006,14.4542,"Chronopoulos, Mr. Demetrios",2,3,0,,2,F
1007,6.4375,"Thomas, Mr. John",2,3,0,,1,G
1008,16.7,"Sandstrom, Miss. Beatrice Irene",0,3,1,,3,G
1009,75.2417,"Beattie, Mr. Thomson",2,1,0,,2,C
1010,26.0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",2,2,1,,2,F
1011,15.75,"Watt, Miss. Bertha J",1,2,1,,2,G
1012,7.75,"Kiernan, Mr. John",2,3,0,,1,F
1013,57.75,"Schabert, Mrs. Paul (Emma Mock)",2,1,1,,2,C
1014,7.25,"Carver, Mr. Alfred John",2,3,0,,1,F
1015,7.75,"Kennedy, Mr. John",2,3,0,,1,F
1016,16.1,"Cribb, Miss. Laura Alice",1,3,1,,2,F
1017,7.7958,"Brobeck, Mr. Karl Rudolf",2,3,0,,1,F
1018,23.25,"McCoy, Miss. Alicia",2,3,1,,3,F
1019,13.0,"Bowenur, Mr. Solomon",2,2,0,,1,F
1020,8.05,"Petersen, Mr. Marius",2,3,0,,1,F
1021,8.05,"Spinner, Mr. Henry John",2,3,0,,1,F
1022,28.5,"Gracie, Col. Archibald IV",2,1,0,,1,C
1023,25.4667,"Lefebre, Mrs. Frank (Frances)",2,3,1,,5,G
1024,6.4375,"Thomas, Mr. Charles P",2,3,0,,1,G
1025,7.8958,"Dintcheff, Mr. Valtcho",2,3,0,,1,F
1026,7.8542,"Carlsson, Mr. Carl Robert",2,3,0,,1,F
1027,7225,"Zakarian, Mr. Mapriededer",2,3,0,,1,F
1028,13.0,"Schmidt, Mr. August",2,2,0,,1,F
1029,8.05,"Drapkin, Miss. Jennie",2,3,1,,1,F
1030,46.9,"Goodwin, Mr. Charles Frederick",2,3,0,,8,Unknown
1031,46.9,"Goodwin, Miss. Jessie Allis",1,3,1,,8,G
1032,151.55,"Daniels, Miss. Sarah",2,1,1,,6,C
1033,262375,"Ryerson, Mr. Arthur Larned",2,1,0,,7,B
1034,26.0,"Beauchamp, Mr. Henry James",2,2,0,,2,F
1035,26.55,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",2,1,0,,1,E
1036,18.0,"Vander Planke, Mr. Julius",2,3,0,,2,E
1037,51.8625,"Hilliard, Mr. Herbert Henry",2,1,0,,2,E
1038,8.05,"Davies, Mr. Evan",2,3,0,,1,F
1039,26.55,"Crafton, Mr. John Bertram",2,1,0,,1,E
1040,26.0,"Lahtinen, Rev. William",2,2,0,,2,F
1041,83.1583,"Earnshaw, Mrs. Boulton (Olive Potter)",2,1,1,,3,C
1042,7.8958,"Matinoff, Mr. Nicola",2,3,0,,1,F
1043,,"Storey, Mr. Thomas",2,3,0,,1,G
1044,12.1833,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",2,3,1,,2,G
1045,31.3875,"Asplund, Master. Filip Oscar",1,3,0,,7,G
1046,7.55,"Duquemin, Mr. Joseph",2,3,0,,1,F
1047,221.7792,"Bird, Miss. Ellen",2,1,1,,4,C
1048,7.8542,"Lundin, Miss. Olga Elida",2,3,1,,1,F
1049,26.55,"Borebank, Mr. John James",2,1,0,,1,D
1050,13775,"Peacock, Mrs. Benjamin (Edith Nile)",2,3,1,,3,G
1051,7.7333,"Smyth, Miss. Julia",2,3,1,,1,F
1052,15.2458,"Touma, Master. Georges Youssef",1,3,0,,3,G
1053,13.5,"Wright, Miss. Marion",2,2,1,,1,D
1054,7.0,"Pearce, Mr. Ernest",2,3,0,,1,F
1055,13.0,"Peruschitz, Rev. Joseph Maria",2,2,0,,1,F
1056,22025,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",2,3,1,,3,F
1057,50.4958,"Brandeis, Mr. Emil",2,1,0,,1,B
1058,34375,"Ford, Mr. Edward Watson",2,3,0,,5,G
1059,27.7208,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",2,1,1,,1,E
1060,8.9625,"Hellstrom, Miss. Hilda Maria",2,3,1,,1,E
1061,7.55,"Lithman, Mr. Simon",2,3,0,,1,F
1062,7225,"Zakarian, Mr. Ortin",2,3,0,,1,F
1063,13.9,"Dyker, Mr. Adolf Fredrik",2,3,0,,2,G
1064,7.2292,"Torfa, Mr. Assad",2,3,0,,1,F
1065,31.3875,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",2,3,0,,7,G
1066,39.0,"Brown, Miss. Edith Eileen",1,2,1,,3,F
1067,36.75,"Sincock, Miss. Maude",2,2,1,,4,G
1068,55.4417,"Stengel, Mr. Charles Emil Henry",2,1,0,,2,C
1069,39.0,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",2,2,1,,4,F
1070,83.1583,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",2,1,1,,3,E
1071,13.0,"McCrie, Mr. James Matthew",2,2,0,,1,F
1072,83.1583,"Compton, Mr. Alexander Taylor Jr",2,1,0,,3,E
1073,53.1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",2,1,1,,2,D
1074,7.75,"Lane, Mr. Patrick",2,3,0,,1,F
1075,247.5208,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",2,1,1,,3,B
1076,16.0,"Maybery, Mr. Frank Hubert",2,2,0,,1,D
1077,21.0,"Phillips, Miss. Alice Frances Louisa",2,2,1,,2,G
1078,8.05,"Davies, Mr. Joseph",1,3,0,,1,F
1079,69.55,"Sage, Miss. Ada",2,3,1,,11,G
1080,13.0,"Veal, Mr. James",2,2,0,,1,F
